ID,INTEREST_NAME,INTEREST_SUMMARY,CREATED_AT,LAST_MODIFIED,
46132,Counseling Researchers,People comparing counselors and researching options for counseling services.,2/15/2019 18:00,2/25/2019 14:00,
46134,Pontoon Boat Researchers,People researching pontoons and other fishing and power boats.,2/15/2019 18:00,2/25/2019 14:00,
46566,Fertility Treatment Researchers,People researching fertility treatment options.,2/25/2019 18:00,2/26/2019 15:01,
46567,Bigfoot Folklore Enthusiasts,People reading about Bigfoot folklore and other mystical creatures and urban legends.,2/25/2019 18:00,2/26/2019 15:01,
47065,Diabetes Support Forum Readers,People reading news and advice on preventing and treating diabetes.,3/5/2019 18:00,3/7/2019 11:46,
47115,Electric Vehicle Shoppers,People researching and comparing electric vehicles.,3/5/2019 22:00,3/11/2019 12:36,
47130,Home Lending Researchers,People researching home lending accommodations for business and personal travel.,3/6/2019 0:00,3/11/2019 12:36,
47713,High School Sports Researchers,People reading about high school sports programs.,3/14/2019 18:00,3/15/2019 15:47,
47789,Israel Trip Planners,"People researching attractions and accommodations in Israel. These consumers are more likely to spend money on travel, lodging, attractions and guided tours.",3/14/2019 22:00,4/2/2019 16:17,
47850,Asheville Trip Planners,"People researching attractions and accommodations in Asheville. These consumers are more likely to spend money on flights, hotels, lodging and local attractions.",3/15/2019 22:00,3/21/2019 15:33,
48022,Sushi Lovers,People researching sushi related content.,3/19/2019 22:00,3/21/2019 15:33,
48154,Elite Cycling Gear Shoppers,"Consumers researching and shopping for elite cycling equipment, apparel and accessories.",3/21/2019 22:00,3/22/2019 15:31,
48459,Work Visa Researchers,People researching Work Visa and Immigration related content.,3/27/2019 22:00,3/28/2019 16:40,
48460,Online Payroll Services Users,"People, like human resource professionals, researching and using online payroll services.",3/27/2019 22:00,3/28/2019 16:40,
48462,Self Storage Shoppers,People in-market for self-storage and moving related products and services.,3/27/2019 22:00,3/28/2019 16:40,
48463,PBS Enthusiasts,People interested in PBS programming.,3/27/2019 22:00,3/28/2019 16:40,
48465,HGTV Enthusiasts,People interested in HGTV shows and home remodeling content.,3/27/2019 22:00,4/2/2019 16:17,
49502,Veterinarians,Veterinarians,4/8/2019 18:00,7/9/2019 13:57,
49972,Horseback Riding Enthusiasts,People reading horseback riding news and resources.,4/15/2019 18:00,4/24/2019 17:40,
49973,Farm Finance Researchers,People researching financial institutions specializing in farming business.,4/15/2019 18:00,4/24/2019 17:40,
49974,Agricultural and Food Issues Researchers,People researching organizations for food and agriculture issues.,4/15/2019 18:00,4/24/2019 17:40,
49975,Cattlemen and Pork Producers,Professionals reading news and trends in the beef and pork production industries.,4/15/2019 18:00,4/24/2019 17:40,
49976,Agriculture and Climate Advocates,People supporting organizations for agriculture and climate advocacy.,4/15/2019 18:00,4/24/2019 17:40,
49977,DIY Upcycle Home Project Planners,People researching and planning home DIY and upcycle projects.,4/15/2019 18:00,4/24/2019 17:40,
49978,Homeschooling Parents,People researching academic projects and programs to homeschool their children.,4/15/2019 18:00,4/24/2019 17:40,
49979,Cape Cod News Readers,"People interested in reading about local news and events surrounding the Cape Cod, MA area.",4/15/2019 18:00,4/18/2019 9:00,
50860,Food Delivery Service Users,Users of online food delivery services.,4/23/2019 18:00,4/24/2019 18:30,
51119,Skin Disorder Researchers,People reading news and advice on preventing and treating skin disorders.,4/26/2019 18:00,4/29/2019 14:20,
51120,Foot Health Researchers,People reading news and advice on preventing and treating foot health issues.,4/26/2019 18:00,4/29/2019 14:20,
51678,Plumbers,Professionals reading industry news and researching products and services for plumbers.,5/6/2019 22:00,5/7/2019 18:50,
